Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters,test group ident,hue (0.1 - 10.0),pitch (0.1 - 10.0),samples mortar rests (%),samples colour rests (%),volume (mm3),dry_weight (g),density (kg/m3),UPV (km/s),fst (N/mm2),fk (N/mm2),WAC (%),IRA (kg/(m2*min)),RPV (%)
3431,3432,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.1,0.01,229,133,39,252.4,124.9,64.6,1.04,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
3439,3440,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.11,0.14,229,133,39,252.1,119.8,62.8,0.97,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
3450,3451,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.37,0.09,229,133,39,238.0,125.7,63.3,0.97,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
3452,3453,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.15,0.01,229,133,39,259.6,115.8,63.9,0.99,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
3472,3473,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.13,0.01,229,133,39,150.4,117.3,65.8,0.6,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
3524,3525,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.2,0.01,229,133,39,259.8,114.0,66.8,1.01,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
3534,3535,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.1,0.01,229,133,39,237.7,121.1,62.3,0.92,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
3553,3554,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.44,0.01,229,133,39,248.6,125.4,66.7,1.07,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
3564,3565,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.33,0.01,229,133,39,241.6,121.9,64.1,0.97,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
3572,3573,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.19,0.01,229,133,39,254.9,119.0,67.5,1.05,5,2_k-5_1-1,0.8,1.3,0.17,0.02,1920941,2183.4,1213.1,1.0,7.53,3.59,32.9,4.9,0.956
